Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor
ENGL,105,034,3102,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Tate Turner Kuralt RBuilding,0114,"COHEN,MARC D"
ENGL,105,035,3103,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Murphey RBuilding,0111,"Palmer,Soren"
ENGL,105,036,3104,ENG COMP & RHETORIC,3,MWF,14:30 - 15:20,Murphey RBuilding,0220,"Horton,Jennifer Elizabeth"
ENGL,105,037,4231,ENG COMP & RHETORIC,3,MWF,15:35 - 16:25,Hamilton Hall RBuilding,0150,"Gress,Timothy"
ENGL,105,038,3105,ENG COMP & RHETORIC,3,MWF,15:35 - 16:25,Hamilton Hall RBuilding,0351,"Lee,Charles"
ENGL,105,039,3106,ENG COMP & RHETORIC,3,MWF,15:35 - 16:25,Hamilton Hall RBuilding,0423,"Jackson,Shelby Marie"
ENGL,105,040,14253,ENG COMP & RHETORIC,3,MWF,15:35 - 16:25,Hamilton Hall RBuilding,0425,"ROSS,DAVID A"
ENGL,105,041,14254,ENG COMP & RHETORIC,3,MWF,15:35 - 16:25,Hamilton Hall RBuilding,0517,"Chan,Amy Yue-Yin"
ENGL,105,043,3445,ENG COMP & RHETORIC,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0405,"Palmer,Soren"
ENGL,105,048,3852,ENG COMP & RHETORIC,3,MWF,15:35 - 16:25,Dey Hall RBuilding,0306,"Seifert,Celeste Elora"
ENGL,105,049,14257,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Hamilton Hall RBuilding,0150,"Culbertson,Graham W"
ENGL,105,050,14258,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Hamilton Hall RBuilding,0351,"Tran,Andrew Chi"
ENGL,105,051,14259,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Genome Sciences Building RBuilding,1370,"Culbertson,Graham W"
ENGL,105,058,3853,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0423,"CRYSTALL,ELYSE T"
ENGL,105,059,4230,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Greenlaw RBuilding,0316,"Peterson,Shane Russell"
ENGL,105,060,3854,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0425,"Howard,Jennifer Anne"
ENGL,105,061,4728,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0517,"Catanese,Christopher"
ENGL,105,062,4742,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Stone Center RBuilding,0200,"Rackham,Rachel Elisabeth"
ENGL,105,063,5341,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Hanes Art Center RBuilding,0116,"Tran,Andrew Chi"
ENGL,105,064,5678,ENG COMP & RHETORIC,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0405,"Berland,Nicole Winnik"
ENGL,105,065,5679,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0523,"Berland,Nicole Winnik"
ENGL,105,066,5680,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0570,"Rowen,Leslie Michael"
ENGL,105,067,5681,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Murphey RBuilding,0202,"CRYSTALL,ELYSE T"
ENGL,105,068,5818,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,New West RBuilding,0103,"WEBER,WENDY L"
ENGL,105,069,5819,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Greenlaw RBuilding,0316,"Peterson,Shane Russell"
ENGL,105,070,5820,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Murphey RBuilding,0222,"Maller,Dana Erin"
ENGL,105,071,5821,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,New East RBuilding,0301,"Kern,Jillian"
ENGL,105,072,5822,ENG COMP & RHETORIC,3,TuTh,11:00 - 12:15,Stone Center RBuilding,0201,"Price,Adam O'Fallon"
ENGL,105,073,5920,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Greenlaw RBuilding,0106,"VEGGIAN,HENRY"
ENGL,105,074,9427,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Carolina Hall RBuilding,0104,"WEBER,WENDY L"
ENGL,105,075,9428,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Genome Sciences Building RBuilding,1377,"Thompson,Dylan James"
ENGL,105,076,9429,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Greenlaw RBuilding,0104,"Merz,Anna Caitlin"
ENGL,105,077,9430,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0517,"Crocker,Zayla Kali"
ENGL,105,078,9431,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Murphey RBuilding,0222,"Dekeersgieter,Colin Mark"
ENGL,105,079,9432,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0205,"Mariconti,Craig"
ENGL,105,080,9513,ENG COMP & RHETORIC,3,TuTh,12:30 - 13:45,Greenlaw RBuilding,0103,"Ward,Joshua Cody"
ENGL,105,081,9805,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0150,"Berland,Nicole Winnik"
ENGL,105,082,10393,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0201,"Crocker,Zayla Kali"
ENGL,105,084,10395,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0313,"Merz,Anna Caitlin"
ENGL,105,085,10396,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0420,"Kinzinger,Stephanie Jeanelle"
ENGL,105,087,10398,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0351,"Quinn,Nathan"
ENGL,105,088,10399,ENG COMP & RHETORIC,3,TuTh,14:00 - 15:15,Murray Hall RBuilding,G205,"Steptoe,Rebecca Rose"
ENGL,105,090,10400,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Greenlaw RBuilding,0107,"Story,Joseph Alexander"
ENGL,105,091,10401,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Dey Hall RBuilding,0313,"Telford,Krista Wiese"
ENGL,105,092,11969,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Greenlaw RBuilding,0318,"Sabelawski,Erica"
ENGL,105,093,11970,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Graham Memorial RBuilding,0035,"Yang,Edward Hyunsoo"
ENGL,105,094,11971,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Mitchell RBuilding,0205,"Kubli,Ariannah Gabrielle"
ENGL,105,095,11972,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Murphey RBuilding,0204,"Broadwell-Gulde,Anna"
ENGL,105,096,11973,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Murphey RBuilding,0314,"Ginocchio,Jessica Lynn"
ENGL,105,097,11974,ENG COMP & RHETORIC,3,TuTh,15:30 - 16:45,Phillips RBuilding,0220,"Watlington,Carson Shuchang"
ENGL,105,098,11975,ENG COMP & RHETORIC,3,TuTh,17:00 - 18:15,Carolina Hall RBuilding,0204,"Catlett,Beverley Munford"
ENGL,105,099,11976,ENG COMP & RHETORIC,3,TuTh,17:00 - 18:15,Carolina Hall RBuilding,0213,"Yang,Edward Hyunsoo"
ENGL,105,102,15096,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Caldwell RBuilding,0208,"Bassard,Angelique Channey"
ENGL,105,103,15094,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Dey Hall RBuilding,0405,"Voelkner,Krysten Anne"
ENGL,105,104,15100,ENG COMP & RHETORIC,3,TuTh,08:00 - 09:15,Murphey RBuilding,0111,"Blom,Paul Edward"
ENGL,105,105,15101,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0410,"Taiveaho,Emilio Jesus"
ENGL,105,106,15304,ENG COMP & RHETORIC,3,MWF,09:05 - 09:55,Greenlaw RBuilding,0317,"Simonson,Thomas Eric"
ENGL,117,001,9441,ARGUING ON THE INTERNET,3,MWF,13:25 - 14:15,Murphey RBuilding,0302,"FICKE,SARAH H"
ENGL,120,001,2067,"BRITLIT, MEDIEV TO 18TH",3,TuTh,11:00 - 12:15,Peabody RBuilding,2080,"Cowdery,Taylor Heywood"
ENGL,120,002,2068,"BRITLIT, MEDIEV TO 18TH",3,MW,09:05 - 09:55,Fred Brooks Hall atR Building,F009,"BARBOUR,ASHLEY R"
ENGL,121,001,2069,"BRITLIT, 19TH/EARLY 20TH",3,MWF,13:25 - 14:15 DR. SHINJINI CHATTOP,Hamilton Hall RBuilding,0452,Staff
ENGL,121,003,14201,"BRITLIT, 19TH/EARLY 20TH",3,MWF,14:30 - 15:20,Greenlaw RBuilding,0104,"MOSKAL,JEANNE"
ENGL,125,001,15201,INTRO TO POETRY,3,TuTh,12:30 - 13:45,Murphey RBuilding,0104,"Piemont,Erin Elizabeth"
ENGL,128,003,12313,MAJOR AM AUTHORS,3,TuTh,15:30 - 16:45,Greenlaw RBuilding,0302,"Harris,Elisabeth Mcclanahan"
ENGL,129,001,9973,LIT/CULTURAL DIVERSITY,3,MWF,13:25 - 14:15,Genome Sciences Building RBuilding,1374,"Palmer,Soren"
ENGL,130,001,2070,INTRO/FICTION WRIT,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0517,"Price,Adam O'Fallon"
ENGL,130,002,2071,INTRO/FICTION WRIT,3,TuTh,09:30 - 10:45,Hamilton Hall RBuilding,0420,"Tucker,Karen Elisabeth"
ENGL,130,004,9402,INTRO/FICTION WRIT,3,MW,09:05 - 09:55,Graham Memorial RBuilding,0212,"Velez,Angela Maria"
ENGL,130,005,3073,INTRO/FICTION WRIT,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0570,"Tucker,Karen Elisabeth"
ENGL,130,006,2840,INTRO/FICTION WRIT,3,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0150,"GUTIERREZ,STEPHEN MICHAEL"
ENGL,131,001,2075,INTRO/POETRY WRIT,3,TuTh,09:30 - 10:45,Graham Memorial RBuilding,0212,"WHITE,ROSS V"
ENGL,131,002,5653,INTRO/POETRY WRIT,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0425,"Hemphill,Destiny Love"
ENGL,131,003,2073,INTRO/POETRY WRIT,3,MW,13:25 - 14:40,Genome Sciences Building RBuilding,1377,"Fletcher,Joseph A."
ENGL,131,004,2074,INTRO/POETRY WRIT,3,MW,11:15 - 12:30,Hanes Art Center RBuilding,0118,"CALVOCORESSI,GABRIELLE J"
ENGL,138,001,2902,INTRO CREATIVE NONFICTION,3,TuTh,14:00 - 15:15,Wilson RBuilding,0139,"Norris,Madeline Suzanne"
ENGL,138,002,9516,INTRO CREATIVE NONFICTION,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0423,"Faliveno,Melissa Louise"
ENGL,138,003,14146,INTRO CREATIVE NONFICTION,3,TuTh,09:30 - 10:45,Tate Turner Kuralt RBuilding,226A,"Owain,Matthew Randal"
ENGL,138,004,14147,INTRO CREATIVE NONFICTION,3,MW,11:15 - 12:30,Mitchell RBuilding,0106,"GRIEST,STEPHANIE ANN"
ENGL,140,001,2077,INTRO TO GAY/LESBIAN LIT,3,TuTh,09:30 - 10:45,Greenlaw RBuilding,0222,"WEBER,WENDY L"
ENGL,141,001,3438,WORLD LITS IN ENGL,3,TuTh,17:00 - 18:15,Greenlaw RBuilding,0302,"Mahendru,Sejal"
ENGL,144,001,5354,POPULAR GENRES,3,MWF,14:30 - 15:20,Greenlaw RBuilding,0301,"Sferra,Emily Anne"
ENGL,146,001,3447,SCIFI/FANTASY/UTOPIA,3,MWF,13:25 - 14:15,Peabody RBuilding,2060,"CURTAIN,Forrest T"
ENGL,146,002,14218,SCIFI/FANTASY/UTOPIA,3,TuTh,14:00 - 15:15,Greenlaw RBuilding,0301,"CURRENT,CYNTHIA A"
ENGL,146,003,14670,SCIFI/FANTASY/UTOPIA,3,MWF,14:30 - 15:20,Peabody RBuilding,2060,"Parijs,Sarah Leilani"
ENGL,146,004,15058,SCIFI/FANTASY/UTOPIA,3,MWF,11:15 - 12:05,Murphey RBuilding,0104,"Montgomery,Hannah Christine"
ENGL,148,001,5318,HORROR,3,MWF,14:30 - 15:20,Genome Sciences Building RBuilding,1374,"CURTAIN,Forrest T"
ENGL,149,001,12497,DIGITAL COMPOSITION,3,TuTh,11:00 - 12:15,Greenlaw RBuilding,0103,"Stein,Katherine Elizabeth"
ENGL,153,001,14716,PREMODERN SEX AND GENDER,3,TuTh,09:30 - 10:45,Phillips RBuilding,0328,"Cowdery,Taylor Heywood"
ENGL,155,001,5694,VISUAL & GRAPHIC NARRATIVE,3,TuTh,14:00 - 15:15,Stone Center RBuilding,0209,"Douglas,Kita Kim"
ENGL,161,001,5752,LITERATURE OF WAR,3,TuTh,15:30 - 16:45,Greenlaw RBuilding,0304,"LITHGOW,HILARY EDWARDS"
ENGL,164,001,10349,INTRO LATINA/O STUDIES,3,MWF,12:20 - 13:10,Caldwell RBuilding,0103,"Irizarry,Ylce"
ENGL,206,001,2080,INTERMED FICT WRIT,3,TuTh,15:30 - 16:45,Cobb Hall RBuilding,0021,"Smith,Julia Ridley"
ENGL,206,002,5823,INTERMED FICT WRIT,3,MW,13:25 - 14:40,Hamilton Hall RBuilding,0517,"Velez,Angela Maria"
ENGL,207,001,3895,INTERMED POET WRIT,3,MW,13:25 - 14:40,Hamilton Hall RBuilding,0523,"CALVOCORESSI,GABRIELLE J"
ENGL,207,002,2081,INTERMED POET WRIT,3,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0351,"Hemphill,Destiny Love"
ENGL,208,001,2082,CREATIVE NONFICTION,3,MW,13:25 - 14:40,Dey Hall RBuilding,0210,"GRIEST,STEPHANIE ANN"
ENGL,208,002,9515,CREATIVE NONFICTION,3,TuTh,11:00 - 12:15,Tate Turner Kuralt RBuilding,226A,"Owain,Matthew Randal"
ENGL,211,001,14151,POLITICAL FICTION WRITING,3,TuTh,15:30 - 16:45,Caldwell RBuilding,0208,"Tucker,Karen Elisabeth"
ENGL,219,001,5358,THE AMERICAN NOVEL,3,MWF,09:05 - 09:55,Greenlaw RBuilding,0304,"GURA,PHILIP F"
ENGL,219,002,12143,THE AMERICAN NOVEL,3,MWF,11:15 - 12:05,Greenlaw RBuilding,0304,"GURA,PHILIP F"
ENGL,221,001,11961,AMER LIT 1900-2000,3,TuTh,15:30 - 16:45,Wilson RBuilding,0217,"Frost,Leslie E."
ENGL,223,001,14687,CHAUCER,3,MWF,10:10 - 11:00,Caldwell RBuilding,0103,"Cushman,Helen"
ENGL,225,001,5355,SHAKESPEARE,3,MW,13:25 - 14:15,Greenlaw RBuilding,0101,"Floyd-Wilson,Mary L."
ENGL,225,601,15083,SHAKESPEARE Recitation 3 A (In Person On Campus Learners),3,F,12:20 - 13:10,Graham Memorial RBuilding,0035,"Bjelland,Andreley Grace"
ENGL,230,001,9716,MILTON,3,MWF,10:10 - 11:00,Mitchell RBuilding,0009,"BARBOUR,ASHLEY R"
ENGL,234,001,15075,ENG NOVEL 1870-WWII,3,TuTh,12:30 - 13:45,Murphey RBuilding,0302,"COOPER,PAMELA A"
ENGL,238,001,14224,19TH CENT BRITISH NOVEL,3,TuTh,11:00 - 12:15,Greenlaw RBuilding,0222,"STERN,KIMBERLY JO"
ENGL,241,001,14225,STUDIES IN OSCAR WILDE,3,TuTh,12:30 - 13:45,Greenlaw RBuilding,0222,"STERN,KIMBERLY JO"
ENGL,244,001,14226,QUEER CINEMA,3,MW,13:25 - 14:15,Davie RBuilding,0112,"JOHNSON,MARTIN L"
ENGL,255,001,14609,INTRODUCTION TO MEDIA STUDIES,3,TuTh,11:00 - 12:15,Venable RBuilding,G311,"Tinnin-Gadson,Daelena"
ENGL,256,001,14231,CRAFTING THE DRAMATIC FILM,3,MW,16:40 - 17:55,Greenlaw RBuilding,0318,"HAMMER,BRADLEY AARON"
ENGL,258,001,15089,GAMES AND LITERATURE,3,MW,13:25 - 14:40,Greenlaw RBuilding,0316,"Gotzler,Steven"
ENGL,264,001,13823,HEALING IN ETHNOGRAPHY AND LIT,3,TuTh,15:30 - 16:45,Fetzer Hall RBuilding,0109,"RIVKIN-FISH,MICHELE R"
ENGL,264,605,13828,HEALING IN ETHNOGRAPHY AND LITRecitation 3 A (In Person On Campus Learners),3,F,13:25 - 14:15,Alumni RBuilding,0205,Staff
ENGL,269,001,12145,INTRO TO DISABILITY STUDIES,3,MWF,10:10 - 11:00,Murphey RBuilding,0115,"Weed-Buzinski,Kym"
ENGL,270,002,14680,STUDIES IN ASAM LIT,3,TuTh,15:30 - 16:45,Kenan Laboratories RBuilding,B121,"Douglas,Kita Kim"
ENGL,278,001,5421,IRISH WRITING 1800-2000,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0452,"Gualtieri-Reed,Elizabeth J."
ENGL,279,001,12147,MIGRATION/GLOBALIZATION,3,TuTh,09:30 - 10:45,Peabody RBuilding,2094,"DeGooyer,Stephanie"
ENGL,283,001,4944,LIFE WRITING,3,TuTh,14:00 - 15:15,Genome Sciences Building RBuilding,1373,"GUTIERREZ,STEPHEN MICHAEL"
ENGL,284,001,15077,READ CHILDREN'S FICTION,3,TuTh,11:00 - 12:15,Smith RBuilding,0107,"LANGBAUER,LAURIE"
ENGL,293,001,10843,INTERNSHIP FOR CREDIT,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,293,002,10921,INTERNSHIP FOR CREDIT,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,293,003,11030,INTERNSHIP FOR CREDIT,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,293,004,12987,INTERNSHIP FOR CREDIT,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,293,005,13004,INTERNSHIP FOR CREDIT,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,301,001,14237,PROF WRITING IN ARTS,3,TuTh,11:00 - 12:15,Hanes Art Center RBuilding,0116,"TAYLOR Jr,LUTHER H"
ENGL,304,001,15036,ADV BUSINESS COMM,3,MWF,10:10 - 11:00,Mitchell RBuilding,0205,"Pappoe,Ruby"
ENGL,318,001,14238,MULTIMEDIA COMPOSITION,3,MWF,12:20 - 13:10,Greenlaw RBuilding,0104,"Telegen,Joseph Ezra"
ENGL,327,001,14678,RENAIS LIT & INTEL CNTXT,3,MW,14:30 - 15:45,Greenlaw RBuilding,0304,"WOLFE,JESSICA L"
ENGL,341,001,14690,TABLETOP GAME DESIGN,3,TuTh,12:30 - 13:45,Greenlaw RBuilding,0316,"Culbertson,Graham W"
ENGL,351,001,14152,WRITER AS PUBLISHER,3,TuTh,14:00 - 15:15,Hamilton Hall RBuilding,0425,"Smith,Julia Ridley"
ENGL,358,001,12152,CONTEMPORARY US POETRY,3,MWF,11:15 - 12:05,Carolina Hall RBuilding,0322,"RICHARDS,ELIZA C"
ENGL,362,001,14681,AS AM LIT AND HISTORY,3,TuTh,09:30 - 10:45,Greenlaw RBuilding,0304,"KIM,HEIDI K"
ENGL,381,001,5782,LITERATURE & CINEMA,3,MWF,12:20 - 13:10,Global Center RBuilding,1009,"COHEN,MARC D"
ENGL,384,001,15966,PODCASTING,3,MWF,09:05 - 09:55,Phillips RBuilding,0228,"Holt,Kelli Marie"
ENGL,385,001,14241,LITERATURE & LAW,3,TuTh,12:30 - 13:45,Murray Hall RBuilding,G205,"DeGooyer,Stephanie"
ENGL,388,001,14590,MODERNISM: MVMTS/MOMENTS,3,MWF,14:30 - 15:20 Dr. Shinjini Chattop,Phillips RBuilding,0247,Staff
ENGL,390,003,15069,STD IN LIT TOPICS,3,TuTh,09:30 - 10:45,Greenlaw RBuilding,526B,"COOPER,PAMELA A"
ENGL,394,001,15163,LATINX DYSTOPIC NARRATIVES,3,MWF,10:10 - 11:00,Greenlaw RBuilding,0222,"Irizarry,Ylce"
ENGL,396,001,6006,DIR READ IN ENGL/CRWR,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,396,002,10001,DIR READ IN ENGL/CRWR,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,396,003,12990,DIR READ IN ENGL/CRWR,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,402,001,2922,INVESTIGATIONS ACAD WRTG,3,TuTh,15:30 - 16:45,Dey Hall RBuilding,0203,"TAYLOR,VIRGINIA GABRIELLE"
ENGL,408,001,12317,COMPOSERS & LYRICISTS,3,TuTh,12:30 - 13:45,Hamilton Hall RBuilding,0523,"DORE,FLORENCE WEILER"
ENGL,410,001,14244,DOCUMENTARY FILM,3,MWF,09:05 - 09:55,Global Center RBuilding,3024,"JOHNSON,MARTIN L"
ENGL,425,001,12231,LITERATURE AND ARCHIVES,3,MWF,13:25 - 14:15,Graham Memorial RBuilding,0213,"RICHARDS,ELIZA C"
ENGL,487,001,12123,PERSONAL NARRATIVE & LEGEND,3,TuTh,14:00 - 15:15,Mitchell RBuilding,0009,"Lovejoy,Jordan Elizabeth"
ENGL,495,001,4828,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,002,4869,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,003,4870,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,004,4871,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,005,4872,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,006,4873,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,007,4897,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,008,6000,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,495,009,6005,MENTORED RESEARCH,1,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,620,001,12097,INTRODUCTION TO OLD ENGLISH,3,TuTh,15:30 - 16:45,Global Center RBuilding,1009,"LEINBAUGH,THEODORE H"
ENGL,680,001,12100,FILM THEORY,3,TuTh,11:00 - 12:15,Graham Memorial RBuilding,0038,"WARNER Jr,CHARLES RICHARD"
ENGL,687,001,12492,QUEER LATINX ENVIRONMENTALISMS,3,MWF,14:30 - 15:20,Greenlaw RBuilding,0103,"Deguzman,Maria"
ENGL,695,001,5643,RESEARCH SEMINAR,3,TuTh,11:00 - 12:15,Genome Sciences Building RBuilding,1370,"JACK,JORDYNN M"
ENGL,709,001,12095,TECHNOLOGIES OF LITERATURE,3,W,09:00 - 12:00,Greenlaw RBuilding,0316,"RIVARD,COURTNEY J"
ENGL,724,001,14610,CHAUCER,3,M,11:15 - 14:15,Murphey RBuilding,0222,"Cushman,Helen"
ENGL,825,001,14247,RENAISS LIT IN CONTEXT,3,M,15:00 - 18:00,Greenlaw RBuilding,0107,"Floyd-Wilson,Mary L."
ENGL,838,001,14248,19TH C BRITISH NOVEL,3,Tu,14:00 - 17:00,New East RBuilding,0301,"LANGBAUER,LAURIE"
ENGL,872,001,14602,STUD IN AFAM LIT,3,W,12:00 - 15:00,Murphey RBuilding,0221,"Jones,Meta DuEwa"
ENGL,881,001,14597,STUDIES IN CINEMA,3,W,17:30 - 20:30,Phillips RBuilding,0301,"FLAXMAN,GREGORY M"
ENGL,990,001,3893,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,"VISCOMI,JOSEPH S"
ENGL,990,002,3918,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,"DeGooyer,Stephanie"
ENGL,990,003,3969,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,990,004,3993,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,990,005,3995,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,990,006,4001,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,990,007,4013,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,990,008,4020,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,990,009,4120,DIRECTED READINGS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,992,001,2808,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,992,002,3496,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,992,003,4457,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,992,004,4884,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,992,005,10024,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,993,001,5902,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
ENGL,994,001,3014,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ANDERSON,DANIEL R"
ENGL,994,002,3275,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BAKER,DAVID JOHN"
ENGL,994,003,2725,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BARBOUR,ASHLEY R"
ENGL,994,004,2726,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BRODEY,INGER S"
ENGL,994,006,2727,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"CHRISTMAS,DANIELLE MARIE"
ENGL,994,007,2728,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"COLLINS,MARSHA S"
ENGL,994,008,2729,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Cowdery,Taylor Heywood"
ENGL,994,009,2730,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"CURTAIN,Forrest T"
ENGL,994,010,2731,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Cushman,Helen"
ENGL,994,011,2732,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"DeGooyer,Stephanie"
ENGL,994,012,2733,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Deguzman,Maria"
ENGL,994,013,2734,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"DORE,FLORENCE WEILER"
ENGL,994,014,2735,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Epps-Robertson,Rebecca Candace"
ENGL,994,015,2736,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"FLAXMAN,GREGORY M"
ENGL,994,016,2737,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Floyd-Wilson,Mary L."
ENGL,994,017,2738,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"GURA,PHILIP F"
ENGL,994,018,2739,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Irizarry,Ylce"
