Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor
PHRS,994,055,11287,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Heinzen Cox,Erin Lynne"
PHRS,994,057,1412,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"WATKINS,PAUL B"
PHRS,994,080,1518,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Kinlaw,Alan Christopher"
PHRS,994,081,1397,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Thorpe,Joshua Mark"
PHRS,994,082,1396,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Fenton,Owen Shea"
PHRS,994,083,1539,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Roberts,Megan Clarke"
PHRS,994,084,1394,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Bell,Ronny Antonio"
PHRS,994,085,1538,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Seyerle-Anderson,Amanda Anne"
PHRS,994,086,1382,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"SLEATH,BETSY L"
PHRS,994,087,1537,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
PHRS,994,088,1411,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Carpenter,Delesha Miller"
PHRS,994,089,1524,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Lafata,Jennifer Elston"
PHRS,994,090,1414,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"THOMAS,KATHLEEN"
PHRS,994,091,1536,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Thorpe,Carolyn T"
PHRS,994,092,1546,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Ozawa,Sachiko"
PHRS,994,123,1385,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"HINGTGEN,SHAWN DAVID"
PHRS,994,125,1387,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"KIREEV,DMITRI BORISSOVITCH"
PHRS,994,126,12680,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"WILLIAMS Jr,DAVID C"
PHRS,994,127,1390,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"KABANOV,ALEXANDER VICTOROVICH"
PHRS,994,128,1391,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"AINSLIE,KRISTY MARIE"
PHRS,994,129,1388,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Lai,Samuel KitBunn"
PHRS,994,133,1422,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"DAYTON,PAUL A"
PHRS,994,136,1380,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Nguyen,Juliane"
PHRS,994,137,1389,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BENHABBOUR,SOUMYA Rahima"
PHRS,994,138,10762,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Axtman,Alison"
PHRS,994,961,1550,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
PHRS,994,965,1551,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
DPET,816,001,1457,DRUG METABOLISM,1,MW,10:30 - 11:50,Beard (Pharmacy) RBuilding,0102,"Jackson,Klarissa Dawniette"
DPMP,738,001,1456,NANOMEDICINE,3,MW,09:00 - 10:20,Marisco Hall RBuilding,3004,"SCHOENFISCH,MARK H"
DPMP,863,001,1517,ADVANCED PHARMACEUTICS II,1,MW,10:30 - 11:50,Marisco Hall RBuilding,3004,"KABANOV,ALEXANDER VICTOROVICH"
PHCY,508,001,1433,PHARMACEUTICAL CALCULATIONS,1,F,11:00 - 11:50,Beard (Pharmacy) RBuilding,0209,"ANKSORUS,HEIDI N"
PHCY,510,001,1434,FOUND CLINICAL PHARMACOLOGY,3,TuTh,13:00 - 14:30,Kerr Hall (PharmacyR)Building,1001,"Frick,Amber Dianne"
PHCY,511,001,1435,FOUND PHARMACOKINETICS,3,TuTh,10:00 - 11:30,Kerr Hall (PharmacyR)Building,1001,"PERSKY,ADAM M"
PHCY,512,001,14156,PHARMACEUTICS DRUG DELIVERY,3,MF,08:15 - 09:45,Kerr Hall (PharmacyR)Building,1001,"SINGLETON,SCOTT F"
PHCY,516,001,1436,FOUND PATIENT CARE,2,W,09:00 - 11:50,Kerr Hall (PharmacyR)Building,1001,"Fuller,Kathryn A."
PHCY,516,002,1448,FOUND PATIENT CARE,2,W,13:00 - 15:50,Kerr Hall (PharmacyR)Building,1001,"Fuller,Kathryn A."
PHCY,519,001,1437,SELF-CARE & NONPRESCRIPT MEDS,1,M,10:00 - 11:30,Kerr Hall (PharmacyR)Building,1001,"Rhodes,Laura Ann"
PHCY,529,001,1438,PHARMACOTHERAPY: FOUNDATIONS,3,Th,14:45 - 16:15,Kerr Hall (PharmacyR)Building,1001,"Rodgers,Jo Ellen"
PHCY,591,002,1476,IMMERSION: COMMUNITY Clinical 8 A (In Person On Campus Learners),2,TBA,TBA,TBA RBuilding,TBA,"Holland,Christy"
PHCY,619,001,10555,BUSINESS OF HEALTHCARE: PHARM,2,TuTh,10:00 - 11:30,Beard (Pharmacy) RBuilding,0200,"Eckel,Stephen F."
PHCY,619,002,10692,BUSINESS OF HEALTHCARE: PHARM,2,TuTh,10:00 - 11:30,Beard (Pharmacy) RBuilding,0200,"Eckel,Stephen F."
PHCY,624,001,1439,RESEARCH & SCHOLAR IN PHARM I,1,Th,08:15 - 09:45,Beard (Pharmacy) RBuilding,0200,"Morbitzer,Kathryn"
PHCY,624,002,1449,RESEARCH & SCHOLAR IN PHARM I,1,Th,08:15 - 09:45,Beard (Pharmacy) RBuilding,0200,"Morbitzer,Kathryn"
PHCY,631,001,1440,PHARMACOTHERAPY: INTEGRATED I,5,MTuWThF,13:00 - 14:50,Beard (Pharmacy) RBuilding,0200,"Sturpe,Deborah Ann"
PHCY,631,002,1450,PHARMACOTHERAPY: INTEGRATED I,5,MTuWThF,13:00 - 14:50,Beard (Pharmacy) RBuilding,0200,"Sturpe,Deborah Ann"
PHCY,636,001,1429,LEADERSHIP AND PROF DEV I,1,W,10:00 - 11:30,Beard (Pharmacy) RBuilding,0200,"Cox,Wendy Carol"
PHCY,636,002,1430,LEADERSHIP AND PROF DEV I,1,W,10:00 - 11:00,Beard (Pharmacy) RBuilding,0200,"Savage,Scott Wayne"
PHCY,691,001,1453,IMMERSION: HEALTH SYSTEM Clinical 8 A (In Person On Campus Learners),2,TBA,TBA,TBA RBuilding,TBA,"Holland,Christy"
PHCY,722,001,1442,PHARMACY LAW,3,W,09:00 - 11:50,Kerr Hall (PharmacyR)Building,2001,"CAMPBELL IV,JACK W"
PHCY,726,401,1443,RESEARCH & SCHOLAR IN PHAR IIILab 3 A (In Person On Campus Learners),5,W,13:00 - 14:30,TBA RBuilding,TBA,"Morbitzer,Kathryn"
PHCY,791,002,1478,IMMERSION: DPC Clinical 8 A (In Person On Campus Learners),3,TBA,TBA,TBA RBuilding,TBA,"Holland,Christy"
PHCY,801,001,1425,RADIOPHARMACY 1,2,W,16:00 - 19:00,Beard (Pharmacy) RBuilding,0102,"SMITH,H. ERIC"
PHCY,803,001,1445,RADIOPHARMACY 3,3,W,13:00 - 15:50,Beard (Pharmacy) RBuilding,0102,"SMITH,H. ERIC"
PHCY,804,001,1446,TRAVEL MEDICINE CARE,1,W,15:00 - 17:20,Beard (Pharmacy) RBuilding,0209,"SAULS,AMY D"
PHCY,804,002,1451,TRAVEL MEDICINE CARE,1,W,15:00 - 17:20,Beard (Pharmacy) RBuilding,0209,"SAULS,AMY D"
PHCY,807,001,1403,VET PHARMACY,3,Tu,13:00 - 16:00,TBA RBuilding,TBA,"Sorah,Emily Lyn"
PHCY,808,001,1311,CRITICAL CARE,3,Tu,13:00 - 16:00,TBA RBuilding,TBA,"CAMPBELL-BRIGHT,STACY L"
PHCY,813,002,11126,CLINICAL TOXICOLOGY,1,Th,15:00 - 17:20,Karpen (Pharmacy) RBuilding,0106,"SHEPHERD,JOHN GREENE"
PHCY,814,001,11128,DISASTER PREPAREDNESS,1,Th,15:00 - 17:20,Karpen (Pharmacy) RBuilding,0106,"SHEPHERD,JOHN GREENE"
PHCY,817,001,1423,THE DRUG DEVELOPMENT PROCESS,1,Th,15:00 - 17:20,Beard (Pharmacy) RBuilding,0200,"SINGLETON,SCOTT F"
PHCY,817,002,1424,THE DRUG DEVELOPMENT PROCESS,1,Th,15:00 - 17:20,Beard (Pharmacy) RBuilding,0200,"SINGLETON,SCOTT F"
PHCY,822,001,1309,HEM/ONC,3,MTh,13:00 - 14:30,TBA RBuilding,TBA,"CIPRIANI,AMBER B"
PHCY,823,001,1401,INTERNAT CLINICAL CLASSROOM,2,Tu,18:00 - 20:00,TBA RBuilding,TBA,"WILLIAMS,DENNIS M"
PHCY,825,001,14672,BUS OF HEALTH CARE SEM SERIES,1,M,15:00 - 17:20,Beard (Pharmacy) RBuilding,0102,"Morbitzer,Kathryn"
PHCY,825,002,14673,BUS OF HEALTH CARE SEM SERIES,1,M,15:00 - 17:20,Beard (Pharmacy) RBuilding,0102,"Morbitzer,Kathryn"
PHCY,835,001,14529,LGBTQIA+ AFFIRMING CARE,1,M,15:00 - 17:20,Beard (Pharmacy) RBuilding,0209,Staff
PHCY,835,002,14530,LGBTQIA+ AFFIRMING CARE,1,M,15:00 - 17:20,Beard (Pharmacy) RBuilding,0209,Staff
PHCY,840,001,1460,HEALTH POLICY AND MANAGED CARE,3,Tu,13:00 - 16:00,TBA RBuilding,TBA,"Easter,Jon"
PHCY,842,001,14544,RURAL PHARMACY HEALTH 2,1,Tu,15:00 - 17:00,Karpen (Pharmacy) RBuilding,0103,"Savage,Amanda Clemmons"
PHCY,844,001,12262,RURAL PHARMACY HEALTH 4,1,Th,08:00 - 08:50,Karpen (Pharmacy) RBuilding,0106,"Savage,Amanda Clemmons"
PHCY,846,001,1461,PSYCH PHARMACOTHERAPY,2,W,13:00 - 15:00,TBA RBuilding,TBA,"HARRIS,SUZANNE C"
PHCY,847,001,12449,BUS OF HEALTH CARE,1,M,13:00 - 14:00,TBA RBuilding,TBA,"Eckel,Stephen F."
PHCY,852,001,14543,AMBULATORY CARE SERVICES I,1,Tu,15:00 - 17:00,Karpen (Pharmacy) RBuilding,0106,"Sherrill,Christina Helms"
PHCY,854,001,12466,AM CARE CAPSTONE,2,M,14:45 - 16:45,Karpen (Pharmacy) RBuilding,0103,"Sherrill,Christina Helms"
PHCY,899,001,1472,LEADING CHANGE IN HEALTHCARE 2,1,F,09:00 - 16:00,TBA RBuilding,TBA,"Holland,Christy"
BIOS,600,001,8027,PRIN OF STAT INFER,3,TuTh,08:00 - 09:15,Michael Hooker ReseRaBuilding,0001,"Herman-Giddens,David Marcus"
BIOS,600,601,8040,PRIN OF STAT INFER Recitation 3 A (In Person On Campus Learners),3,Tu,15:30 - 16:50,McGavran-Greenberg R(Building,1301,"Herman-Giddens,David Marcus"
BIOS,642,001,11744,QUANT MTHDS HLTH CARE PROF II,4,Th,11:00 - 12:25,Michael Hooker ReseRaBuilding,0001,"Boynton,Marcella"
BIOS,645,001,8028,PRIN OF EXPER ANALY,3,TuTh,12:30 - 13:45,McGavran-Greenberg R(Building,2308,"LAUX,JEFFREY P"
BIOS,645,002,14632,PRIN OF EXPER ANALY,3,TuTh,12:30 - 13:45,Rosenau (Public HeaRlBuilding,0235,"McCormack,Kara"
BIOS,661,001,8029,PROB & STAT INF II,3,TuTh,12:30 - 13:45,Rosenau (Public HeaRlBuilding,0133,"LIN,FENG-CHANG"
BIOS,663,001,8030,INTERMED LIN MODELS,4,MW,13:25 - 15:10,McGavran-Greenberg R(Building,1301,"McCormack,Kara"
BIOS,663,601,8031,INTERMED LIN MODELS Recitation 4 A (In Person On Campus Learners),4,M,15:35 - 16:35,McGavran-Greenberg R(Building,2301,"McCormack,Kara"
BIOS,668,001,8129,DSGN OF PH STUDIES,3,TuTh,11:00 - 12:15,Rosenau (Public HeaRlBuilding,0133,"Tan,Xianming"
BIOS,669,001,8091,DATA IN PUBLIC HEALTH RESEARCH,3,TuTh,09:30 - 10:45,Rosenau (Public HeaRlBuilding,0235,"Helton,Kinsey"
BIOS,673,001,8103,INTERM STAT INFERENCE,1,Tu,14:00 - 15:00,McGavran-Greenberg R(Building,2306,"LIN,FENG-CHANG"
BIOS,680,001,8033,INTRO SURVIV ANAL,3,MW,09:05 - 10:20,McGavran-Greenberg R(Building,1304,"ZHOU,HAIBO"
BIOS,735,001,8862,STATISTICAL COMPUTING,4,MW,13:25 - 15:10,McGavran-Greenberg R(Building,1305,"Rashid,Naim Ur"
BIOS,761,001,8034,ADV PROB & STAT INF II,4,MW,11:15 - 13:00,McGavran-Greenberg R(Building,1304,"Li,Quefeng"
BIOS,767,001,8035,LONGITUDINAL DATA ANALYSIS,4,MW,09:05 - 10:50,Rosenau (Public HeaRlBuilding,0235,"Garcia,Tanya Pamela"
BIOS,776,001,13602,CAUSAL INFER IN BIOMED RESRCH,3,TuTh,11:00 - 12:15,McGavran-Greenberg R(Building,1304,"HUDGENS,MICHAEL G"
BIOS,781,001,13603,STAT METH HUM GNET,4,MW,15:35 - 17:20,McGavran-Greenberg R(Building,2304,"ZOU,FEI"
BIOS,785,001,11775,STAT METHDS FOR GENE EXP ANLYS,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,841,001,8036,PRINC OF STAT COLLAB/LDRSHP,3,TuTh,12:30 - 13:45,Rosenau (Public HeaRlBuilding,0228,"Anstrom,Kevin Joseph"
BIOS,842,001,8094,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,004,9844,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,005,8829,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,011,11006,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,013,8076,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,014,8066,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,029,8069,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,030,8900,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,040,8123,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,042,8077,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,045,9031,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,070,8088,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,071,8837,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,077,8687,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,083,8111,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,084,8700,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,088,8071,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,089,8128,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,090,8943,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,842,093,10731,PRACT IN STAT CONSU,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,843,001,8037,SEM IN BIOS,1,Th,15:30 - 16:30,Rosenau (Public HeaRlBuilding,0133,Staff
BIOS,850,001,8084,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,004,9943,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,039,9045,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,043,8124,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,061,8072,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,064,8113,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,068,8881,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,069,8116,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,071,10904,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,079,8122,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,850,091,10905,TRG STAT TEACH H S,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,004,8080,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,014,8067,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,025,8082,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,029,8068,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,042,8107,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,048,8839,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,054,8090,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,061,8102,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,083,8692,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,088,9841,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,093,8074,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,094,8089,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,990,095,8108,RESEARCH IN BIOSTAT,1,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,001,8083,MASTER'S (NON-THESIS),3,MW,15:35 - 16:50,McGavran-Greenberg R(Building,2308,"QAQISH,BAHJAT F"
BIOS,992,002,8106,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,004,9901,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,005,8092,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,013,8120,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,014,8061,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,025,8064,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,029,8062,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,030,8096,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,031,8934,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,037,8914,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,039,9012,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,042,8060,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,043,8099,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,046,8104,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,050,8707,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,051,8852,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,053,8081,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,054,8119,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,059,8809,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,061,8070,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,068,9023,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,070,8087,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,071,8118,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,074,8110,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,075,8819,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,077,8095,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,079,8811,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,080,8038,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,081,9929,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,082,8854,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,083,8085,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,084,8097,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,086,8899,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,088,8065,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,089,8100,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,090,8093,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,091,9902,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,093,8073,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,094,8078,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,992,095,8063,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,004,8058,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ZOU,FEI"
BIOS,994,005,8075,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,010,8043,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,011,8053,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"IBRAHIM,JOSEPH G"
BIOS,994,013,9838,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,014,8047,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Koch,Gary G."
BIOS,994,025,8051,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,029,8832,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,031,8048,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"LIN,DANYU"
BIOS,994,039,8675,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Love,Michael Isaiah"
BIOS,994,040,8044,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ZHOU,HAIBO"
BIOS,994,042,8046,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"HUDGENS,MICHAEL G"
BIOS,994,048,8045,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ZHU,HONGTU"
BIOS,994,050,8927,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Tan,Xianming"
BIOS,994,051,9020,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Wu,Di"
BIOS,994,053,8086,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,054,8056,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,059,8059,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"LI,YUN"
BIOS,994,061,8079,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,065,9839,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,067,9840,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Garcia,Tanya Pamela"
BIOS,994,071,12845,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"LIN,FENG-CHANG"
BIOS,994,073,8121,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,075,8818,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,079,8662,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Rashid,Naim Ur"
BIOS,994,080,8055,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Li,Didong"
BIOS,994,081,9016,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Li,Quefeng"
BIOS,994,082,9017,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,083,8049,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"IVANOVA,ANASTASIA"
BIOS,994,084,8821,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,085,8117,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
BIOS,994,086,8902,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"PSIODA,MATTHEW A"
BIOS,994,088,8050,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"KOSOROK,MICHAEL R"
